epoch,lr,train_loss,train_acc,train_macro_f1,train_weighted_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1,epoch_time_sec,stage,local_epoch,time_sec
25,0.0001,1.2483249590700904,0.7574846804785527,0.7322509997622966,0.7604432450895964,1.545891806475148,0.726158038147139,0.6942227207914595,0.733226126308776,567.8497922420502,previous,,
26,0.0001,1.2024842390347612,0.7761890866647213,0.7521408823018282,0.7792983389147445,1.4909494080400596,0.752724795640327,0.7211951536618864,0.7581817928965785,550.8212640285492,previous,,
27,0.0001,1.177279345885567,0.7909541873358623,0.7677295390400986,0.7938299640794997,1.5472942850570264,0.7286103542234332,0.7012668195872912,0.7347481968710632,547.9951372146606,previous,,
28,0.0001,1.1465488198723917,0.8089874525824337,0.78778513375487,0.8118599111283845,1.528240215940761,0.7404632152588556,0.7112812606325192,0.7487569099958779,551.8520786762238,previous,,
29,0.0001,1.1238425790515696,0.8182375255325357,0.7980269922247527,0.8205150412800288,1.5079364315365575,0.7588555858310627,0.7302132544795554,0.7631909355961157,551.2230348587036,previous,,
30,0.0001,1.1081533058412505,0.8262328567259994,0.807415061223465,0.8284481558577497,1.5425245865814043,0.7395095367847412,0.7050853589881962,0.7516525194242745,553.3726902008057,previous,,
31,0.0001,1.0865496682745046,0.8390428946600526,0.8198838481972757,0.8414238473664681,1.5283304895302254,0.7438692098092643,0.7111512716438126,0.7491753599398709,554.6355309486389,previous,,
32,0.0001,1.067212939130206,0.8484096877735628,0.8289695062158401,0.8506220107952358,1.5073360671789184,0.7581743869209809,0.7237212986349851,0.7603258025657306,556.7602314949036,previous,,
33,5e-05,1.047604664240977,0.8586227020717829,0.8427909796951056,0.8601970069396444,1.5472871585502936,0.7446866485013623,0.7164071778540594,0.7501597741985514,555.9149539470673,previous,,
34,5e-05,0.9837011900071956,0.8946892325649256,0.878473885189754,0.8960885359727334,1.4329456722379057,0.7867847411444142,0.7542434189258407,0.7909370345727463,553.2744736671448,previous,,
35,5e-05,0.9612677092798464,0.9072658301721622,0.8933035858098867,0.908400450156488,1.448188585546426,0.7840599455040872,0.7502752358872259,0.7888601011451848,550.3683676719666,previous,,
36,5e-05,0.9467229343065896,0.914823460752845,0.9011542294769588,0.9159725561413504,1.4512331030349317,0.7829700272479564,0.7488126993858418,0.7886139639308175,550.1234517097473,previous,,
37,5e-05,0.9350684969217186,0.9189670265538372,0.9056244826171508,0.9200886180799428,1.445953699938283,0.7930517711171662,0.7528793006865715,0.7959058070208055,548.9371004104614,previous,,
38,5e-05,0.9234179354110542,0.9282754595856434,0.9139471742836232,0.9292198461330274,1.4407915159532094,0.7952316076294278,0.7584102836489599,0.7998073524407595,551.4552927017212,previous,,
39,5e-05,0.91806592354108,0.9297344616282462,0.9169241735553428,0.9305855320912017,1.411181970383231,0.8010899182561307,0.7531483250046542,0.8020065127783425,569.3339900970459,previous,,
40,5e-05,0.9106537551548728,0.9349868689816164,0.9217982645478144,0.9358948467741324,1.4555944038671758,0.7848773841961852,0.743040357681442,0.7901403154723806,565.3239064216614,previous,,
41,5e-05,0.9008098922528572,0.9382258535161948,0.9259925515683431,0.9389830155086198,1.4288054941785433,0.7974114441416894,0.7528995759589008,0.7994697624379989,565.0490531921387,previous,,
42,2.5e-05,0.8949922617302019,0.9422818791946308,0.9311254066492236,0.9428868940488132,1.4720537912618237,0.7852861035422344,0.7501292718195433,0.7906073809650868,563.7991511821747,previous,,
43,2.5e-05,0.8658321890289734,0.9579807411730376,0.9471879929331128,0.9584993013538192,1.4372000504579463,0.7985013623978202,0.7597615884777293,0.8037497987515334,569.9136176109314,previous,,
44,2.5e-05,0.8585152571285505,0.9624744674642544,0.9522548064167964,0.9628503359082432,1.4188454860562525,0.8080381471389646,0.7678877837951432,0.810646828937713,579.5759530067444,previous,,
45,2.5e-05,0.8535484504657964,0.9644003501604902,0.9531033012060046,0.9648099656892164,1.4299630806296657,0.8028610354223433,0.7606864631931104,0.8059745510162422,579.7435383796692,previous,,
46,2.5e-05,0.8505375043344734,0.9660636124890576,0.954864964338874,0.966505566459286,1.42784864928482,0.8070844686648502,0.7667078687748103,0.8104332344420597,582.7139689922333,previous,,
47,2.5e-05,0.8462879807809229,0.9680478552669972,0.9558875835973644,0.9685248169825028,1.428395919384034,0.8055858310626703,0.7597270762833435,0.8078135517213841,579.9242687225342,previous,,
48,1.25e-05,0.8411786520936797,0.9707615990662388,0.9608769881901472,0.9711107254144982,1.4312178875509984,0.8040871934604905,0.7599912405346818,0.8078702074920413,585.5301530361176,previous,,
49,1.25e-05,0.8291130758493678,0.9751969652757514,0.965103549010955,0.975492185631595,1.3991593907899362,0.8149863760217984,0.760132578307698,0.8151499747469811,587.6239926815033,previous,,
50,1.25e-05,0.8240128699391167,0.978552669973738,0.9696854473784366,0.978772782553223,1.416904651826344,0.8136239782016349,0.7681664159949209,0.8157352906064967,589.633293390274,previous,,
51,3e-05,0.2512029753971066,0.8864376978079944,,,0.41845985181459233,0.8295939586297472,0.8356635078751372,0.830917986412482,,continue,1.0,538.3774755001068
52,3e-05,0.21723147766375764,0.9038565232680811,,,0.3924654760506321,0.8378023421254241,0.8421171555824307,0.8386517979349989,,continue,2.0,473.2334508895874
53,3e-05,0.2060167012708909,0.9078185441331614,,,0.3918506642380546,0.8370362263324943,0.8420485428780482,0.8380272334680283,,continue,3.0,449.24514627456665
54,3e-05,0.19610676928235027,0.9130465361622319,,,0.3928496191795694,0.8362701105395645,0.8413133425980037,0.836960613325045,,continue,4.0,452.92424964904785
55,3e-05,0.19153355392345214,0.9161411323408745,,,0.38190632346840986,0.8487468534529933,0.8514458081544204,0.849013804497868,,continue,5.0,441.2459280490875
56,3e-05,0.1839120671222937,0.9194467237135154,,,0.3777546415616533,0.8466673963007552,0.851319284229621,0.8475311764145749,,continue,6.0,436.6757535934448
57,3e-05,0.18276571810259487,0.9201969288477319,,,0.3853173728021553,0.8453540549414469,0.8490270956109389,0.845932425072639,,continue,7.0,424.49300479888916
58,3e-05,0.1781117366552842,0.9229398663697105,,,0.38201933656908355,0.8558607858159133,0.8578967687080541,0.855930349060971,,continue,8.0,424.73740673065186
59,3e-05,0.17433934063365628,0.9243465009963662,,,0.3820607330875557,0.8501696399255774,0.8541853570907115,0.8512809942285152,,continue,9.0,439.1373701095581
60,3e-05,0.16622749887482807,0.9282850779510022,,,0.3776266691629143,0.8548757797964321,0.8578630903419551,0.8555126694554009,,continue,10.0,435.3569087982178
61,3e-05,0.16674801336162298,0.9273238776227875,,,0.374758536645773,0.8555324504760863,0.8579819883774128,0.855590594087787,,continue,11.0,438.22098898887634
62,1.5e-05,0.1640293687127872,0.9307935763685383,,,0.3796718395211653,0.8521396519645398,0.8538706843635552,0.8524276834764932,,continue,12.0,430.75333881378174
